year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2006,49,Divorced,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.643452676,103.9024706
2005,29,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.857332496,128.6804882
2008,41,Married,White,Some College,Middle Atlantic,Industrial,Good,No,4.69019608,108.8745258
2006,35,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.477121255,87.98103279
2009,39,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.556302501,95.23071257
2004,33,Separated,Black,Some College,Middle Atlantic,Information,Very Good,Yes,4.591064607,98.59934386
2009,53,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.954242509,141.7751723
2009,43,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Yes,4.812913357,123.0896998
2004,36,Married,White,College Grad,Middle Atlantic,Information,Good,Yes,4.550228353,94.65402038
2004,38,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2003,58,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.653212514,104.9215065
2004,45,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.812913357,123.0896998
2005,34,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.54961624,94.5960991
2007,30,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.84509804,127.1157438
2008,21,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,3.380211242,29.3769761
2003,39,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.86332286,129.4536446
2006,28,Never Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.698970004,109.8339856
2008,54,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.602059991,99.6894637
2007,24,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.505149978,90.48191336
2005,57,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,4.260071388,70.81503862
2003,48,Separated,Black,HS Grad,Middle Atlantic,Information,Very Good,No,4.556302501,95.23071257
2004,31,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.698970004,109.8339856
2006,47,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.204119983,182.020621
2004,44,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,5.079181246,160.6424754
2004,30,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.255272505,70.47601965
2003,41,Never Married,White,College Grad,Middle Atlantic,Information,Good,Yes,4.875061263,130.9821774
2008,26,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.662757832,105.9278108
2009,32,Never Married,Asian,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.698970004,109.8339856
2009,39,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.57955496,97.4710061
2004,42,Married,Black,Some College,Middle Atlantic,Information,Good,Yes,4.716003344,111.7208494
2005,24,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.148756851,172.2172655
2006,44,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.86332286,129.4536446
2006,30,Never Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Yes,4.84509804,127.1157438
2006,58,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.903089987,134.7053751
2008,33,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.544068044,94.07271475
2008,56,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.544068044,94.07271475
2005,28,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.574031268,96.93409046
2008,41,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.623217234,276.7784133
2009,22,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,3.477121255,32.36641317
2004,37,Divorced,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.436162647,84.45025367
2006,18,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.176091259,65.11085372
2004,37,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.439332694,84.7183897
2007,43,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,5.122215878,167.7065756
2008,49,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.544068044,94.07271475
2005,36,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.903089987,134.7053751
2007,47,Married,Black,Advanced Degree,Middle Atlantic,Industrial,Very Good,No,4.397940009,81.28325328
2003,52,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.903089987,134.7053751
2009,34,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.740362689,114.4757133
2004,62,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.875061263,130.9821774
2007,44,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.653212514,104.9215065
2005,48,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,5.025305865,152.2168068
2007,51,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.826074803,124.7204462
2009,35,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2003,42,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.491361694,89.24288466
2005,34,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.414973348,82.6796373
2003,50,Married,Asian,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2006,50,Divorced,White,College Grad,Middle Atlantic,Information,Good,Yes,5.033423755,153.4575153
2004,55,Married,White,College Grad,Middle Atlantic,Information,Good,No,3.84509804,46.7632688
2009,56,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.86332286,129.4536446
2005,50,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.875061263,130.9821774
2009,44,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.544068044,94.07271475
2005,30,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.602059991,99.6894637
2005,34,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.857332496,128.6804882
2007,50,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.301029996,73.77574327
2004,51,Married,White,College Grad,Middle Atlantic,Information,Good,No,4.707570176,110.7826503
2003,53,Married,Black,Some College,Middle Atlantic,Information,Very Good,No,4.602059991,99.6894637
2004,40,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.51851394,91.69922611
2006,34,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.414973348,82.6796373
2006,36,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.77815125,118.8843593
2005,44,Married,White,Some College,Middle Atlantic,Information,Good,Yes,5,148.4131591
2008,54,Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.556302501,95.23071257
2008,36,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,5.096910013,163.515864
2006,62,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.633008668,279.501782
2008,33,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,4.740362689,114.4757133
2004,44,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.633468456,102.8702469
2005,80,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.477121255,87.98103279
2005,45,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.477121255,87.98103279
2008,58,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.255272505,70.47601965
2004,51,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.62324929,101.8243521
2005,60,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,5.626186335,277.6014175
2007,33,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.477121255,87.98103279
2006,28,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2004,37,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.84509804,127.1157438
2006,56,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.602059991,99.6894637
2009,59,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.146128036,171.7651326
2004,56,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.318063335,75.04315402
2003,34,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.278753601,72.15045568
2004,37,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,3.544068044,34.60741773
2009,36,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2008,45,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.176091259,176.9896505
2006,36,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,No,4.944482672,140.3982002
2008,23,Never Married,White,Some College,Middle Atlantic,Information,Very Good,No,3.301029996,27.14057921
2003,56,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.84509804,127.1157438
2005,33,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.740362689,114.4757133
2009,48,Married,Asian,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.84509804,127.1157438
2008,28,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.414973348,82.6796373
2008,37,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.62324929,101.8243521
2006,56,Married,White,HS Grad,Middle Atlantic,Information,Good,No,4.462397998,86.69515483
2005,22,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.146128036,63.188861
2007,60,Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.744292983,114.9265218
2009,30,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,4.397940009,81.28325328
2003,50,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.62324929,101.8243521
2003,38,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.62324929,101.8243521
2009,55,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.636487896,103.181327
2006,26,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.73239376,113.5670896
2006,39,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2003,42,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2007,71,Married,Black,College Grad,Middle Atlantic,Information,Good,Yes,4.660523977,105.6914475
2008,33,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.857332496,128.6804882
2004,49,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,3.946452265,51.75144037
2005,45,Married,White,Some College,Middle Atlantic,Industrial,Good,No,4.397940009,81.28325328
2004,41,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,5.064457989,158.2946214
2005,59,Divorced,White,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,3.991226076,54.1212054
2004,33,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.84509804,127.1157438
2009,47,Never Married,Other,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.272305844,71.68674367
2006,34,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.977723605,145.1436012
2007,23,Married,Black,Some College,Middle Atlantic,Information,Very Good,No,4.544068044,94.07271475
2009,32,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.851258349,127.901233
2009,30,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.633468456,102.8702469
2006,54,Married,Black,HS Grad,Middle Atlantic,Information,Good,No,4.494154594,89.49247952
2009,46,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.653212514,104.9215065
2005,52,Married,White,College Grad,Middle Atlantic,Information,Good,Yes,4.924279286,137.5901428
2008,50,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,5.176091259,176.9896505
2007,57,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.579783597,97.49329405
2005,46,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.612783857,100.7642728
2005,30,Never Married,White,Some College,Middle Atlantic,Information,Good,No,4.397940009,81.28325328
2006,32,Never Married,White,Some College,Middle Atlantic,Industrial,Good,No,4.041392685,56.90553914
2008,53,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.662757832,105.9278108
2005,48,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.929418926,138.2991269
2003,31,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.69019608,108.8745258
2003,50,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.342422681,76.89360252
2004,41,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.698970004,109.8339856
2008,47,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2004,37,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.322219295,75.35567932
2004,24,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.311753861,74.57116177
2004,53,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,4.397940009,81.28325328
2004,39,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.556302501,95.23071257
2007,47,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.977723605,145.1436012
2006,36,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.944482672,140.3982002
2006,34,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2004,45,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.602059991,99.6894637
2003,60,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,No,4.079181246,59.09706408
2006,43,Married,White,Below HS Grad,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2009,20,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,No,4.164352856,64.35102457
2008,27,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.892094603,133.2323508
2004,35,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.079181246,59.09706408
2008,50,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.653212514,104.9215065
2009,56,Married,Other,HS Grad,Middle Atlantic,Industrial,Good,No,4.096910013,60.15412466
2008,19,Never Married,White,Some College,Middle Atlantic,Industrial,Good,No,3.431524584,30.92375269
2006,35,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.698970004,109.8339856
2005,23,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.176091259,65.11085372
2003,45,Widowed,Other,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2004,54,Divorced,White,Below HS Grad,Middle Atlantic,Information,Good,No,4.176091259,65.11085372
2008,43,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.477121255,87.98103279
2008,42,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,5.176091259,176.9896505
2005,51,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.243038049,189.2441629
2007,49,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.380211242,79.85490031
2006,48,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.711199635,111.1854619
2005,50,Divorced,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.77815125,118.8843593
2006,37,Married,White,College Grad,Middle Atlantic,Industrial,Good,Yes,4.397940009,81.28325328
2005,38,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,5.230448921,186.8766776
2009,58,Married,White,College Grad,Middle Atlantic,Information,Very Good,No,5.041392685,154.685293
2005,41,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.826074803,124.7204462
2006,51,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.626899559,277.7994802
2006,51,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.601081728,99.59198882
2006,44,Married,White,Below HS Grad,Middle Atlantic,Information,Very Good,Yes,4.477121255,87.98103279
2003,43,Married,White,College Grad,Middle Atlantic,Information,Good,Yes,4.740362689,114.4757133
2004,34,Married,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.977723605,145.1436012
2005,43,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.929418926,138.2991269
2004,59,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5.546741258,256.4006496
